date,actor1,actor2,event_code,goldstein,mentions,is_military,is_supply,is_diplomatic,url
2026-09-23,SOUTH KOREA,CHINA,090,-2.0,10,False,False,False,https://www.segye.com:443/newsView/20260923508566
2026-09-23,BUSAN,CHINA,061,6.4,1,False,True,False,https://wwd.com/sourcing-journal/trade/china-us-trade-policy-trump-xi-summit-washington-ustr-1239254546/
2026-09-23,JAPAN,SOUTH KOREA,020,3.0,2,False,False,False,https://www.stripes.com/theaters/asia_pacific/2026-09-22/think-tank-report-pacific-pullback-22937088.html
2026-09-23,JAPAN,SOUTH KOREA,020,3.0,2,False,False,False,https://www.stripes.com/theaters/asia_pacific/2026-09-22/think-tank-report-pacific-pullback-22937088.html
2026-09-23,SOUTH KOREA,NORTH KOREAN,020,3.0,2,False,False,False,https://www.stripes.com/theaters/asia_pacific/2026-09-23/lee-north-korea-sanctions-nuclear-program-22938423.html
2026-09-23,SOUTH KOREA,NORTH KOREAN,020,3.0,8,False,False,False,https://www.stripes.com/theaters/asia_pacific/2026-09-23/lee-north-korea-sanctions-nuclear-program-22938423.html
2026-09-23,JAPAN,SOUTH KOREA,020,3.0,6,False,False,False,https://www.stripes.com/theaters/asia_pacific/2026-09-22/think-tank-report-pacific-pullback-22937088.html
2026-09-23,BUSAN,CHINA,061,6.4,1,False,True,False,https://wwd.com/sourcing-journal/trade/china-us-trade-policy-trump-xi-summit-washington-ustr-1239254546/
2026-09-23,NEW YORK,BUSAN,120,-4.0,1,False,False,False,https://www.irishtimes.com/world/us/2026/09/23/trump-rolls-out-the-red-carpet-for-xi-a-rival-he-cannot-bend-to-his-will/
2026-09-23,NEW YORK,BUSAN,127,-5.0,1,False,False,False,https://www.irishtimes.com/world/us/2026/09/23/trump-rolls-out-the-red-carpet-for-xi-a-rival-he-cannot-bend-to-his-will/
2026-09-23,NEW YORK,BUSAN,120,-4.0,1,False,False,False,https://www.irishtimes.com/world/us/2026/09/23/trump-rolls-out-the-red-carpet-for-xi-a-rival-he-cannot-bend-to-his-will/
2026-09-23,NEW YORK,BUSAN,127,-5.0,1,False,False,False,https://www.irishtimes.com/world/us/2026/09/23/trump-rolls-out-the-red-carpet-for-xi-a-rival-he-cannot-bend-to-his-will/
2026-09-23,SOUTH KOREA,PYONGYANG,033,5.2,8,False,False,False,https://unn.ua/news/ssha-ta-pivdenna-koreia-domovylysia-spryiaty-vidnovlenniu-dialohu-z-pkhenianom
2026-09-23,SOUTH KOREA,NORTH KOREA,033,5.2,2,False,False,False,https://unn.ua/news/ssha-ta-pivdenna-koreia-domovylysia-spryiaty-vidnovlenniu-dialohu-z-pkhenianom
2026-09-23,SOUTH KOREA,PYONGYANG,060,6.0,8,False,False,False,https://unn.ua/news/ssha-ta-pivdenna-koreia-domovylysia-spryiaty-vidnovlenniu-dialohu-z-pkhenianom
2026-09-23,SOUTH KOREA,NORTH KOREA,060,6.0,2,False,False,False,https://unn.ua/news/ssha-ta-pivdenna-koreia-domovylysia-spryiaty-vidnovlenniu-dialohu-z-pkhenianom
2026-09-23,JAPAN,SOUTH KOREA,010,0.0,4,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,SOUTH KOREA,JAPAN,010,0.0,6,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,UNITED STATES,SOUTH KOREA,010,0.0,4,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,SOUTH KOREA,NORTH KOREA,051,3.4,4,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,SOUTH KOREA,NORTH KOREA,051,3.4,6,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,JAPAN,SOUTH KOREA,010,0.0,6,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,UNITED STATES,SOUTH KOREA,010,0.0,6,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,SOUTH KOREA,JAPAN,010,0.0,4,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,SOUTH KOREA,UNITED STATES,010,0.0,4,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,SOUTH KOREA,UNITED STATES,010,0.0,6,False,False,False,https://www.azernews.az/region/264280.html
2026-09-23,SOUTH KOREA,NORTH KOREA,043,2.8,5,True,False,False,https://www.scmp.com/news/china/military/article/3368428/did-north-koreas-missile-launches-target-xi-trump-summit-agenda
2026-09-23,NORTH KOREA,SOUTH KOREA,042,1.9,5,True,False,False,https://www.scmp.com/news/china/military/article/3368428/did-north-koreas-missile-launches-target-xi-trump-summit-agenda
2026-09-23,SOUTH KOREA,YAMAGUCHI,051,3.4,2,False,False,False,https://biz.heraldcorp.com/article/10883589
2026-09-23,SEOUL,UNITED STATES,111,-2.0,2,False,False,False,https://www.stiripesurse.ro/coreea-de-sud-confirma-primul-proiect-din-acordul-de-350-miliarde-de-dolari-cu-sua_3922375
2026-09-23,SOUTH KOREA,YAMAGUCHI,051,3.4,8,False,False,False,https://biz.heraldcorp.com/article/10883589
2026-09-23,NEW YORK,SOUTH KOREA,013,0.4,10,False,False,False,https://www.tanjug.rs/svet/politika/283256/juznokorejski-predsednik-izrazio-nadu-u-mogucnost-suzivota-sa-severnom-korejom/vest
2026-09-23,SOUTH KOREA,ALASKA,020,3.0,10,False,False,False,https://www.fnnews.com/news/202609231152248146
2026-09-23,NORTH KOREA,SOUTH KOREA,020,3.0,1,False,False,False,https://www.koreaherald.com/article/10883357
2026-09-23,NORTH KOREA,SOUTH KOREA,020,3.0,5,False,False,False,https://www.koreaherald.com/article/10883357
2026-09-23,NORTH KOREA,SOUTH KOREA,020,3.0,2,False,False,False,https://www.koreaherald.com/article/10883357
2026-09-23,SOUTH KOREA,UNITED STATES,020,3.0,2,False,False,True,https://biz.heraldcorp.com/article/10883410
2026-09-23,SOUTH KOREA,UNITED STATES,020,3.0,2,False,False,True,https://biz.heraldcorp.com/article/10883410
2026-09-23,NORTH KOREA,SOUTH KOREA,084,7.0,4,False,False,False,https://www.liputan6.com/global/read/8297367/presiden-korea-selatan-dorong-pelucutan-nuklir-korea-utara-secara-bertahap
2026-09-23,NORTH KOREA,SOUTH KOREA,110,-2.0,2,False,False,False,https://www.liputan6.com/global/read/8297367/presiden-korea-selatan-dorong-pelucutan-nuklir-korea-utara-secara-bertahap
2026-09-23,SOUTH KOREA,UNITED STATES,020,3.0,2,False,False,True,https://biz.heraldcorp.com/article/10883410
2026-09-23,SOUTH KOREA,RUSSIA,043,2.8,8,False,False,False,https://zdnet.co.kr/view/?no=20260923102128
2026-09-23,UNITED STATES,SEOUL,043,2.8,10,False,False,False,https://biz.heraldcorp.com/article/10883424
2026-09-23,RUSSIA,SOUTH KOREA,042,1.9,8,False,False,False,https://zdnet.co.kr/view/?no=20260923102128
2026-09-23,SEOUL,UNITED STATES,042,1.9,10,False,False,False,https://biz.heraldcorp.com/article/10883424
2026-09-23,SEOUL,UNITED STATES,071,7.4,10,False,True,False,https://biz.heraldcorp.com/article/10883424
2026-09-23,SOUTH KOREA,DPRK,040,1.0,6,False,False,False,https://news.mail.ru/politics/72461496/
2026-09-23,DPRK,SOUTH KOREA,040,1.0,6,False,False,False,https://news.mail.ru/politics/72461496/
2026-09-23,UNITED STATES,SOUTH KOREA,040,1.0,2,False,False,False,https://news.mail.ru/politics/72461496/
2026-09-23,SOUTH KOREA,UNITED STATES,040,1.0,2,False,False,False,https://news.mail.ru/politics/72461496/
2026-09-23,BEIJING,SOUTH KOREA,125,-5.0,1,False,False,False,https://asianews.network/north-korea-missile-launches-seen-as-signalling-ahead-of-un-gathering-trump-xi-summit/
2026-09-23,PYONGYANG,SOUTH KOREA,150,-7.2,2,False,False,False,https://asianews.network/north-korea-missile-launches-seen-as-signalling-ahead-of-un-gathering-trump-xi-summit/
2026-09-23,CHINA,SOUTH KOREA,010,0.0,2,False,False,False,https://asianews.network/north-korea-missile-launches-seen-as-signalling-ahead-of-un-gathering-trump-xi-summit/
2026-09-23,BEIJING,SOUTH KOREA,125,-5.0,1,False,False,False,https://asianews.network/north-korea-missile-launches-seen-as-signalling-ahead-of-un-gathering-trump-xi-summit/
2026-09-23,CHINA,SOUTH KOREA,010,0.0,2,False,False,False,https://asianews.network/north-korea-missile-launches-seen-as-signalling-ahead-of-un-gathering-trump-xi-summit/
2026-09-23,CHINA,SOUTH KOREA,125,-5.0,4,False,False,False,https://asianews.network/north-korea-missile-launches-seen-as-signalling-ahead-of-un-gathering-trump-xi-summit/
2026-09-23,SOUTH KOREA,TEXAS,050,3.5,5,False,False,False,https://asianews.network/seoul-picks-texas-power-plant-as-1st-project-under-us-investment-package/
2026-09-23,PYONGYANG,SOUTH KOREA,150,-7.2,8,False,False,False,https://asianews.network/north-korea-missile-launches-seen-as-signalling-ahead-of-un-gathering-trump-xi-summit/
2026-09-23,CHINESE,SOUTH KOREA,0841,7.0,1,False,False,False,https://nypost.com/2026/09/22/us-news/north-korean-defector-issues-stark-warning-about-america-ahead-of-christian-universitys-anti-communism-event/
2026-09-23,CHINESE,SOUTH KOREA,0841,7.0,1,False,False,False,https://nypost.com/2026/09/22/us-news/north-korean-defector-issues-stark-warning-about-america-ahead-of-christian-universitys-anti-communism-event/
2026-09-23,SEOUL,JAPANESE,036,4.0,10,False,False,True,https://www.investimentosenoticias.com.br/noticias/mercado/negociacoes-tarifarias-e-custos-de-defesa-eua-coreia-do-sul-e-japao-em-discussao-estrategica/
2026-09-23,SOUTH KOREA,NORTH KOREA,020,3.0,2,False,False,True,https://www.obozrevatel.com/ukr/novosti-mir/mi-shukatimemo-shlyahi-seul-ogolosiv-pro-politiku-mirnogo-spivisnuvannya-z-phenyanom.htm
2026-09-23,SOUTH KOREA,NORTH KOREA,020,3.0,2,False,False,True,https://www.obozrevatel.com/ukr/novosti-mir/mi-shukatimemo-shlyahi-seul-ogolosiv-pro-politiku-mirnogo-spivisnuvannya-z-phenyanom.htm
2026-09-23,UNITED STATES,SOUTH KOREA,150,-7.2,8,False,False,True,https://www.obozrevatel.com/ukr/novosti-mir/mi-shukatimemo-shlyahi-seul-ogolosiv-pro-politiku-mirnogo-spivisnuvannya-z-phenyanom.htm
2026-09-23,SOUTH KOREA,NORTH KOREA,020,3.0,6,False,False,True,https://www.obozrevatel.com/ukr/novosti-mir/mi-shukatimemo-shlyahi-seul-ogolosiv-pro-politiku-mirnogo-spivisnuvannya-z-phenyanom.htm
2026-09-23,UNITED STATES,SOUTH KOREA,150,-7.2,2,False,False,True,https://www.obozrevatel.com/ukr/novosti-mir/mi-shukatimemo-shlyahi-seul-ogolosiv-pro-politiku-mirnogo-spivisnuvannya-z-phenyanom.htm
2026-09-23,NORTH KOREA,SOUTH KOREA,120,-4.0,4,False,False,False,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003269831&PAGE_CD=N0002&BLCK_NO=&CMPT_CD=M0147
2026-09-23,SOUTH KOREA,UNITED STATES,051,3.4,2,False,False,False,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003269993&PAGE_CD=N0002&BLCK_NO=&CMPT_CD=M0147
2026-09-23,SOUTH KOREA,AMERICAN,051,3.4,8,False,False,False,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003269993&PAGE_CD=N0002&BLCK_NO=&CMPT_CD=M0147
2026-09-23,THE US,SOUTH KOREA,022,3.2,2,False,False,False,https://www.hani.co.kr/arti/english_edition/e_international/1279268.html
2026-09-23,THE US,SOUTH KOREA,022,3.2,2,False,False,False,https://www.hani.co.kr/arti/english_edition/e_international/1279268.html
2026-09-23,OKINAWA,SOUTH KOREA,043,2.8,8,False,False,False,https://www.asiaone.com/entertainment/son-ye-jin-son-woo-jin-hyun-bin-the-scandal-kdrama
2026-09-23,SOUTH KOREA,OKINAWA,042,1.9,8,False,False,False,https://www.asiaone.com/entertainment/son-ye-jin-son-woo-jin-hyun-bin-the-scandal-kdrama
2026-09-23,SOUTH KOREA,THE US,042,1.9,8,False,False,False,https://www.asiaone.com/entertainment/son-ye-jin-son-woo-jin-hyun-bin-the-scandal-kdrama
2026-09-23,THE US,SOUTH KOREA,043,2.8,8,False,False,False,https://www.asiaone.com/entertainment/son-ye-jin-son-woo-jin-hyun-bin-the-scandal-kdrama
2026-09-23,SOUTH KOREA,SAN FRANCISCO,042,1.9,6,False,False,False,https://www.koreaherald.com/article/10883667
2026-09-23,SAN FRANCISCO,SOUTH KOREA,043,2.8,6,False,False,False,https://www.koreaherald.com/article/10883667
2026-09-23,SOUTH KOREA,SHANGHAI,010,0.0,5,False,False,False,https://www.newindianexpress.com/business/2026/Sep/23/stock-markets-rebound-in-early-trade-amid-easing-crude-oil-prices-2
2026-09-23,SOUTH KOREA,NORTH KOREA,046,7.0,1,False,False,False,https://www.koreatimes.co.kr/foreignaffairs/20260923/president-puts-multilateralism-at-center-of-diplomacy-on-north-korea-hormuz-issue
2026-09-23,SOUTH KOREA,NORTH KOREA,040,1.0,2,False,False,True,https://www.koreatimes.co.kr/foreignaffairs/20260923/president-puts-multilateralism-at-center-of-diplomacy-on-north-korea-hormuz-issue
2026-09-23,NORTH KOREA,SOUTH KOREA,046,7.0,1,False,False,False,https://www.koreatimes.co.kr/foreignaffairs/20260923/president-puts-multilateralism-at-center-of-diplomacy-on-north-korea-hormuz-issue
2026-09-23,NORTH KOREA,SOUTH KOREA,040,1.0,2,False,False,True,https://www.koreatimes.co.kr/foreignaffairs/20260923/president-puts-multilateralism-at-center-of-diplomacy-on-north-korea-hormuz-issue
2026-09-23,SEOUL,JEOLLA,042,1.9,2,False,False,False,https://www.koreatimes.co.kr/southkorea/society/20260924/seoul-yet-to-decide-on-joint-olympic-bid-with-north-jeolla
2026-09-23,SOUTH KOREA,NORTH KOREA,046,7.0,1,False,False,False,https://www.koreatimes.co.kr/foreignaffairs/20260923/president-puts-multilateralism-at-center-of-diplomacy-on-north-korea-hormuz-issue
2026-09-23,JEOLLA,SEOUL,020,3.0,2,False,False,False,https://www.koreatimes.co.kr/southkorea/society/20260924/seoul-yet-to-decide-on-joint-olympic-bid-with-north-jeolla
2026-09-23,JEOLLA,SEOUL,043,2.8,2,False,False,False,https://www.koreatimes.co.kr/southkorea/society/20260924/seoul-yet-to-decide-on-joint-olympic-bid-with-north-jeolla
2026-09-23,NORTH KOREA,SOUTH KOREA,046,7.0,1,False,False,False,https://www.koreatimes.co.kr/foreignaffairs/20260923/president-puts-multilateralism-at-center-of-diplomacy-on-north-korea-hormuz-issue
2026-09-23,GOOGLE,SOUTH KOREA,090,-2.0,4,False,False,False,https://www.koreatimes.co.kr/business/companies/20260923/chinas-mala-sauce-breaks-koreas-culinary-boundaries
